Name,Started,County,Location,AcresBurned,PercentContained,Longitude,Latitude,Year,ExtinguishedTime
Soda Fire,2020-08-12 11:43:49+00:00,Kern,"Soda Lake Rd and Hwy 33, south of Maricopa",424.0,100.0,-119.444977,34.962524,2020,4.64
Lake Fire,2020-08-12 17:13:02+00:00,Los Angeles,"Lake Hughes Rd and Prospect Rd, southwest Lake Hughes ",31089.0,100.0,-118.452,34.679,2020,1117.77
Carrizo Fire,2020-08-12 19:12:15+00:00,San Luis Obispo,Soda Lake rd and Belmont Trail,183.0,100.0,-119.987565,35.308259,2020,-7.47
Meiss Fire,2020-08-13 17:01:18+00:00,Sacramento,"Dillard Rd and Meiss Rd, southwest of Rancho Murieta",512.0,100.0,-121.172572,38.474502,2020,14.24
Ranch 2 Fire,2020-08-13 14:49:55+00:00,Los Angeles,"North San Gabriel Canyon Rd and Ranch Rd, San Gabriel Canyon",4237.0,100.0,-117.910498,34.160265,2020,1271.45
Feather Fire,2020-08-13 19:03:25+00:00,Sierra,northwest of Howland Flat,4297.726568589988,99.91242829827915,-120.889438,39.716713,2020,1571.0967359767892
Clark Fire,2020-08-14 17:55:25+00:00,Butte,"Durham Pentz Road and Clark Road, southwest of Pentz in Butte County. ",110.0,100.0,-121.633994,39.647686,2020,1.46
Loyalton Fire,2020-08-14 18:52:58+00:00,Sierra,Mount Ina Coolbrith East of Loyalton in Sierra County. ,47029.0,100.0,-120.143473,39.702438,2020,276.02
Whale Fire,2020-08-15 13:21:11+00:00,San Luis Obispo,"Old Creek Road and Sant Rita Road, north of Cayucos in San Luis Obispo County. ",320.0,100.0,-120.856731,35.472114,2020,97.48
Hills Fire,2020-08-15 17:00:46+00:00,Fresno,"Highway 33 and  Sutter Ave,  south of Coalinga in Fresno County. ",2121.0,100.0,-120.427342,36.09876,2020,1571.0967359767892
3-2 Fire,2020-08-16 07:56:39+00:00,San Luis Obispo,"Sunrise Ridge Rd and Santa Rita Rd, East of Cayucos",20.0,100.0,-120.801074,35.519723,2020,35.44
Elk Fire,2020-08-16 10:14:46+00:00,Glenn,west of Willows,727.0,100.0,-122.427358,39.52452,2020,34.77
River Fire,2020-08-16 14:56:54+00:00,Monterey,"Pine Canyon and River Rd, east of Salinas",48088.0,100.0,-121.62161,36.60239,2020,1571.0967359767892
August Complex (includes Doe Fire),2020-08-16 20:37:26+00:00,Colusa," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa ",1032648.0,100.0,-122.673,39.776,2020,2077.74
Jones Fire,2020-08-17 08:00:32+00:00,Nevada,"Jones Bar Rd, Yuba River Drainage, northwest of Nevada City",705.0,100.0,-121.100352,39.29241,2020,272.31
4-8 Fire,2020-08-17 14:16:58+00:00,Glenn,"Highway 162 and County Road 302, west of Willows",275.0,100.0,-122.5012461,39.555943,2020,54.85
Holser Fire,2020-08-17 17:08:40+00:00,Ventura,"Holser Canyon Rd and Piru Canyon Rd, south of Lake Piru",3000.0,100.0,-118.758965,34.438759,2020,1571.0967359767892
CZU Lightning Complex (Including Warnella Fire) ,2020-08-16 08:00:00+00:00,San Mateo,Various locations across San Mateo and Santa Cruz Counties,86509.0,100.0,-122.22275,37.17162,2020,899.88
SCU Lightning Complex,2020-08-16 09:25:25+00:00,Stanislaus,"Multiple locations throughout Santa Clara County, Alameda County, Contra Costa County, San Joaquin County, Merced and Stanislaus County",396624.0,100.0,-121.30435,37.439437,2020,1105.06
Bell Fire,2020-08-18 10:21:52+00:00,Tuolumne,"Emigrant Wilderness, East of Pinecrest",4297.726568589988,99.91242829827915,-119.869,38.183,2020,1571.0967359767892
Carmel Fire,2020-08-18 14:24:01+00:00,Monterey,"Cachagua Rd and Carmel Valley Rd, South of Carmel",6901.0,100.0,-121.68181,36.4463,2020,1571.0967359767892
3-19 Fire,2020-08-18 15:27:56+00:00,Mendocino,Burris Lane in Potter Valley,62.0,100.0,-123.013667,39.276,2020,64.67
Salt Fire,2020-08-18 16:33:32+00:00,Calaveras,Salt Springs Valley Reservoir,1783.0,100.0,-120.763258,38.027921,2020,1571.0967359767892
Creek Fire,2020-08-18 17:58:52+00:00,Mendocino,"Covelo, Highway 162 and Short Creek Rd",820.0,100.0,-123.2111007,39.8174372,2020,75.02
LNU Lightning Complex,2020-08-17 08:00:00+00:00,Yolo,See details below,363220.0,100.0,-122.14864,38.48193,2020,1106.63
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,2020-08-17 09:12:42+00:00,Glenn,Southwest of Red Bank Rd,19609.0,100.0,-122.4393,40.09571,2020,1278.12
Flint Fire,2020-08-19 16:44:58+00:00,Calaveras,Flint St and Rock Creek Rd,55.0,100.0,-120.85258,38.03106,2020,3.52
Moc Fire,2020-08-20 14:26:08+00:00,Tuolumne,"Hwy 49 and Hwy 120, Moccasin",2857.0,100.0,-120.312565,37.813779,2020,244.8
Volcano Fire,2020-08-20 16:18:49+00:00,San Diego,"De Luz Rd and Tenaja Truck Trail, west of Temecula City",45.0,100.0,-117.328234,33.454896,2020,52.97
Coyote Fire,2020-08-21 14:36:08+00:00,Santa Clara,Monterey Rd and Coyote Creek Golf Dr,143.0,100.0,-121.68465,37.18725,2020,122.4
Sheep Fire ,2020-08-22 22:02:57+00:00,Plumas,"Gold Run Road, Southwest of Susanville in Plumas County. ",29570.0,100.0,-120.757,40.274,2020,418.95
W-5 Cold Springs,2020-08-23 08:24:24+00:00,Lassen,"Cold Spring Road, West of Cold Spring Mountain ",4297.726568589988,99.91242829827915,-120.281389,41.028611,2020,578.89
Woodward Fire,2020-08-18 14:27:00+00:00,Marin,"Woodward Valley Trail, East of Olema",4929.0,100.0,-122.836701,38.018089,2020,1072.9
Placer Fire,2020-08-25 16:29:58+00:00,San Luis Obispo,"west of La Panza Station 41, east of Santa Margarita in San Luis Obispo County. ",53.0,100.0,-120.1243296,35.4335197,2020,1571.0967359767892
R-8 Pinecone Fire ,2020-08-26 08:03:48+00:00,Lassen,"Highway 395 and Termo Grasshopper Road, West of Termo",567.0,100.0,-120.536,40.773,2020,126.25
Perry Fire,2020-08-26 13:37:15+00:00,Placer,Perry Ranch Rd and Werner Rd,9.0,100.0,-121.10411,38.8825,2020,1571.0967359767892
Johnson Fire ,2020-08-28 16:21:25+00:00,Los Angeles,"Johnson Road and Limeridge Dr, East of Elizabeth Lake in Los Angeles County",290.0,100.0,-118.36411,34.65979,2020,51.09
Hensley Fire ,2020-08-30 11:11:55+00:00,Madera,"Road 400 and Road 406, south of Hensley Lake in Madera County",400.0,100.0,-119.88673,37.08053,2020,7.98
Hobo Fire ,2020-09-01 09:37:58+00:00,Trinity,"East Fork Rd and Barney Gulch Rd, north of Helena",4297.726568589988,99.91242829827915,-123.12461,40.82126,2020,217.75
Catholic Fire,2020-09-01 17:34:38+00:00,Lake,"Highway 20 and Catholic Church Rd, east of Clearlake Oaks",13.0,100.0,-122.637037,39.012743,2020,13.72
Creek Fire,2020-09-04 18:21:00+00:00,Madera,"Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake",379895.0,100.0,-119.261175,37.19147,2020,1571.0967359767892
El Dorado Fire,2020-09-05 12:51:00+00:00,Riverside,"Oak Glen Rd Road and Potato Canyon Road, West of Oak Glen",22744.0,100.0,-116.98669,34.08056,2020,1723.15
Valley Fire,2020-09-05 16:02:32+00:00,San Diego,"Japatul Road and  Carveacre Road, Southeast of Alpine",16390.0,100.0,-116.692705,32.765615,2020,455.46
Oak Fire,2020-09-07 13:26:45+00:00,Mendocino,"West of Highway 101--Big John Road & Skyview Road, Brooktrails Township, Willits",1100.0,100.0,-123.3965,39.4935,2020,174.19
Willow Fire,2020-09-09 08:04:43+00:00,Yuba,"Neptune Lane and Willow Glen Road, North of Smartville ",1311.0,100.0,-121.32361,39.3637,2020,129.5
Sperry Fire,2020-09-08 22:27:00+00:00,Stanislaus,"Interstate 5 and Sperry Road, West of Patterson ",45.0,100.0,-121.18018000000001,37.46377,2020,9.0
Schoolhouse Fire,2020-09-09 15:59:31+00:00,Siskiyou,Schoolhouse Gap Rd And McAdams Creek Rd,45.0,100.0,-122.84057,41.68229,2020,195.94
Shackleford Fire,2020-09-11 10:05:44+00:00,Siskiyou,"Shackleford Rd, southwest of Quartz Valley Reservation",50.0,100.0,-123.021635,41.575549,2020,249.85
Bullfrog Fire,2020-09-12 13:57:57+00:00,Fresno,"Dinkey Lakes and Nelson Lake, SE of Bullfrog Lake",1185.0,100.0,-119.027309,37.135474,2020,1392.13
Fox Fire,2020-09-16 11:08:31+00:00,Siskiyou,"Fox Creek, Southwest of Callahan ",2188.0,100.0,-122.847359,41.211022,2020,333.37
San Antonio Fire ,2020-09-16 16:00:33+00:00,Santa Barbara,"Vandenberg Road and San Antonio Road, Vandenberg Air Force Base in Santa Barbara County. ",111.0,100.0,-120.491594,34.773809,2020,39.99
Snow Fire ,2020-09-17 16:11:01+00:00,Riverside,"Snow Creek Road and Cottonwood Road,  west of Palm Springs in Riverside County. ",6254.0,100.0,-116.68386,33.88831,2020,1571.0967359767892
Glass Fire,2020-09-27 08:48:00+00:00,Sonoma,North Fork Crystal Springs Rd & Crystal Springs Rd,67484.0,100.0,-122.49745,38.56295,2020,554.2
Zogg Fire,2020-09-27 16:03:27+00:00,Tehama,"Zogg Mine Road and Jenny Bird Lane, North of Igo",56338.0,100.0,-122.56656,40.53927,2020,384.98
Martindale Fire ,2020-09-28 17:08:09+00:00,Los Angeles,"Bouquet Canyon Road, East of Hawthorne",230.0,100.0,-118.4,34.563,2020,39.46
Candy Fire,2020-09-29 13:32:00+00:00,Riverside,"Gavilan Road and Lake Mathews Dr, Perris in Riverside County.",454.0,100.0,-117.374419,33.764357,2020,29.67
Copper Fire ,2020-09-30 13:09:00+00:00,Amador,"Copper Hill Rd. off Hwy 16, east of Rancho Murieta",48.0,100.0,-121.003602,38.49375,2020,65.98
Pony Fire,2020-10-03 15:38:00+00:00,Sacramento,"Pony Brown Rd and Ione Rd, Sloughhouse",20.0,100.0,-121.039236,38.464074,2020,15.73
Lambert Fire,2020-10-04 12:46:20+00:00,Amador,"Lambert Road and Carbondale Road, North of Carbondale",21.0,100.0,-121.006635,38.424016,2020,54.29
Fields Fire ,2020-10-07 06:06:33+00:00,Yuba,"Gold Field Road and Hammonton Road, Northeast of Marigold ",56.0,100.0,-121.450982,39.181047,2020,2.46
Irvine Fire,2020-10-11 18:04:00+00:00,Contra Costa,Irvine Drive in Moraga ,30.0,100.0,-122.104314,37.821737,2020,5.93
Diamond Fire,2020-10-13 14:31:29+00:00,Calaveras,"Highway 4 and Main Street, North of Copperopolis",21.0,100.0,-120.64541,37.98337,2020,42.48
Bruder Fire,2020-10-15 05:40:14+00:00,San Bernardino,"Bruder Lane and Helen Drive, South of Redlands",170.0,100.0,-117.138078,34.014728,2020,31.88
Ferry Fire,2020-10-22 14:43:49+00:00,Butte,"Montgomery St and Linden Ave, Oroville",6.0,100.0,-121.54475,39.51694,2020,2.47
Redwood Fire,2020-10-23 13:52:08+00:00,Humboldt,"Redwood House Road and Kneeland Road, Northwest of Bridgeville",102.0,100.0,-123.88658,40.55823,2020,1571.0967359767892
Pope Fire,2020-10-23 17:25:43+00:00,Napa,Lower Chiles Valley Rd and Chiles Pope Valley Rd,61.0,100.0,-122.37828,38.56184,2020,49.74
Point Fire (Shasta and Tehama County),2020-10-25 09:56:31+00:00,Tehama,"Gas Point Rd and Libby Ln, Cottonwood",275.0,100.0,-122.39033,40.38869,2020,1571.0967359767892
Dersch Fire,2020-10-25 12:54:39+00:00,Shasta,"Dersch Rd and Franciscan Way, east of Anderson",133.0,100.0,-122.18102,40.47646,2020,1571.0967359767892
Olinda Fire,2020-10-25 14:22:27+00:00,Shasta,"West Anderson Dr and Davidson Ln, southwest of Anderson",5.0,100.0,-122.342,40.41486,2020,-7.26
Silverado Fire ,2020-10-26 07:54:50+00:00,Orange,Off the 241 in the Irvine area ,12466.0,100.0,-117.65719,33.73614,2020,287.2
Point Fire (Placer County),2020-10-26 08:21:48+00:00,Placer,"Nevada Point Rd and Long Creek Rd, east of Foresthill",4297.726568589988,99.91242829827915,-120.488892,39.009454,2020,345.49
Blue Ridge Fire ,2020-10-26 14:32:41+00:00,Orange,North of the 91 in the Yorba Linda and Chino Hills area in Orange and San Bernardino Counties,13964.0,100.0,-117.675067,33.877257,2020,280.56
Cypress Fire,2020-11-01 17:05:47+00:00,San Bernardino,"Sierra Ave and  Riverside County Line, North of Jurupa Valley ",150.0,100.0,-117.51476,34.03343,2020,1571.0967359767892
San Dimas Fire,2020-11-06 07:28:52+00:00,Los Angeles,San Dimas Canyon Rd and Golden Hills Rd,131.0,100.0,-117.778561,34.146195,2020,31.24
Airport Fire,2020-12-01 17:27:18+00:00,Riverside,Butterfield Dr and Aviation Dr,1087.0,100.0,-117.62109,33.893351,2020,253.98
Cerritos Fire,2020-12-03 02:06:22+00:00,Riverside,23920 California Avenue,200.0,100.0,-117.051463,33.773754,2020,1571.0967359767892
Bond Fire,2020-12-02 22:14:00+00:00,Orange,Silverado Canyon,6686.0,100.0,-117.674967,33.743842,2020,188.76
Willow Fire,2020-12-02 09:00:51+00:00,San Diego,near Willow Glen Drive and Hillsdale Road in Rancho San Diego,4297.726568589988,99.91242829827915,-116.9075,32.75277778,2020,33.57
Thomas Fire,2020-12-03 13:32:00+00:00,Lassen,"County Road 267 and Mountain Spring Drive, Northeast of Alturas",24.0,100.0,-120.374514,41.591948,2020,4.14
Cornell Fire,2020-12-07 11:44:00+00:00,Ventura,"Cornell Drive and Shell Road, East of Santa Paula",174.0,100.0,-119.078,34.33622,2020,23.56
Sanderson Fire,2020-12-13 08:00:00+00:00,Riverside,La Borde Canyon Rd and Jack Rabbit Trail,1954.0,100.0,-117.03459,33.93244,2020,33.83
Pitman Fire,2020-12-26 13:48:14+00:00,San Bernardino,East of Lytle Creek Road and North of I-15 in San Bernardino County.,4297.726568589988,99.91242829827915,-117.31544,34.52927,2020,45.0
Erbes Fire,2021-01-14 16:00:00+00:00,Ventura,Erbes Road and Westland Place,250.0,100.0,-118.83967,34.20955,2021,21.75
Manzanita Fire,2021-01-19 12:08:00+00:00,Madera,"Manzanita Lake Drive and Road 222, North of North Fork",23.0,100.0,-119.51982,37.25086,2021,1571.0967359767892
Bonny Doone Complex (Previously Fanning Fire),2021-01-19 06:48:00+00:00,Santa Cruz,"Fanning Grade and Harmony Hill Road, East of Ben Lomond",20.0,100.0,-122.10509,37.08931,2021,1571.0967359767892
North Butano Fire,2021-01-18 21:00:00+00:00,San Mateo,"Off of Old Womans Creek Road , South of Loma Mar",15.0,100.0,-122.28823,37.18259,2021,1571.0967359767892
China Grade Fire,2021-01-18 21:00:00+00:00,Santa Cruz,"China Grade Road and Foxglove Lane, Northwest of Boulder Creek",22.0,100.0,-122.1756,37.17749,2021,1571.0967359767892
Wolf Fire,2021-01-19 11:47:00+00:00,Kern,Hwy 166 along the Wind Wolves Preserve,865.0,100.0,-119.185309,34.99432,2021,19.42
72 Fire,2021-01-19 14:48:24+00:00,Riverside,"Ave 72 and Pierce St, south of Oasis",43.0,100.0,-116.10723,33.52871,2021,22.97
Towsley Fire,2021-01-19 15:04:08+00:00,Los Angeles,"Towsley Canyon Road and I-5, South of Santa Clarita",184.0,100.0,-118.5553174,34.3585229,2021,75.14
Panther Ridge Fire,2021-01-19 15:25:39+00:00,Santa Cruz,"Stapp Rd and Hwy 9, north of Boulder Creek",20.0,100.0,-122.13372,37.18381,2021,74.61
Freedom Fire,2021-01-19 19:13:18+00:00,Santa Cruz,"Freedom Boulevard and Hames Road, East of Aptos.",37.0,100.0,-121.83627,36.98767,2021,70.94
Grapevine Fire,2021-03-14 18:35:00+00:00,Kern,"Grapevine Canyon & West of Hwy 395, Northwest of Ridgecrest",86.0,100.0,-117.5910734433329,35.5819816117628,2021,135.33
Refuge Fire,2021-03-27 17:02:04+00:00,Siskiyou,Lower Klamath Lake Rd and Dorris Brownell Rd,873.0,100.0,-121.627082,41.927772,2021,48.32
Line Fire,2021-03-28 14:43:24+00:00,Tuolumne,"Shortline Rd and Hells Hollow Rd, East of Groveland",23.0,100.0,-120.131236,37.813464,2021,1571.0967359767892
Woodman Fire,2021-04-01 15:56:00+00:00,Shasta,"Oak Run Road and Snider Ranch Road, South West of Oak Run in Shasta County.",35.0,100.0,-122.0536419,40.6758842,2021,5.39
Westwood Fire,2021-04-04 15:52:00+00:00,Ventura,Westwood Street and Cottonwood Drive in Simi Valley,25.0,100.0,-118.70009500551254,34.30277328465364,2021,25.54
Paso Fire,2021-04-12 18:44:23+00:00,San Diego,"Lookout Road and Hwy 79, North of Cuyamaca Rancho State Park",28.0,100.0,-116.582369,32.958961,2021,23.26
Turnout Fire,2021-04-18 17:46:54+00:00,Mendocino,Highway 253 and Boonville Rd,200.0,100.0,-123.35838,38.99914,2021,145.29
River Fire,2021-04-19 20:29:35+00:00,Sutter,"Garden Hwy  and Star Bend Road, South of Yuba City",80.0,100.0,-121.5896697,38.9743823,2021,277.1
Wolves Fire,2021-04-23 00:34:19+00:00,Kern,"Dead end of Goldcrest St, south west of Bakersfield",50.0,100.0,-1191414610.0,34.9471195,2021,1571.0967359767892
Luis Fire,2021-04-24 14:50:00+00:00,Merced,San Luis Reservoir near Santa Nella,93.0,100.0,-121.143154,37.0953436,2021,4.19
North Fire,2021-04-28 23:04:57+00:00,Los Angeles,"West Live Oak Rd and Biscailuz Rd , Castaic",650.0,100.0,-118.616276,34.449686,2021,106.88
Sky Fire,2021-04-29 12:44:00+00:00,Lake,"Morgan Valley Road and Sloan Ranch Road, Southeast of Clearlake",65.0,100.0,-122.51771555326388,38.88437128468346,2021,52.81
Campo Fire,2021-04-29 23:18:41+00:00,Calaveras,"Buckboard Lane and Campo Seco Rd, Campo Seco, Valley Springs",160.0,100.0,-120.856628,38.223179,2021,1571.0967359767892
Southern Fire,2021-05-02 00:56:04+00:00,San Diego,"14000 Blk Great Southern Overland , Agua Caliente in San Diego County.",5366.0,100.0,-116.443391,32.987532,2021,101.96
Creek Fire,2021-05-04 13:28:00+00:00,Riverside,Cahuilla Creek Motocross and Highway 371 in Anza,32.0,100.0,-116.767011,33.532246,2021,4.53
Bridge Fire,2021-05-05 23:30:06+00:00,Riverside,Gilman Springs Road and Bridge Street,226.0,100.0,-117.044072,33.86972,2021,7.44
Gunnison Fire,2021-05-08 13:44:53+00:00,Butte,Munjar Road and Meridian Road,550.0,100.0,-121.91936,39.85479,2021,-3.53
Granite Fire,2021-05-08 15:02:45+00:00,Calaveras,Milton Road and Rock Creek Road,118.0,100.0,-120.85258,38.03106,2021,6.55
Dillard Fire,2021-05-08 17:29:49+00:00,Sacramento,Fig Road,44.0,100.0,-121.45965,38.28328,2021,2.6
Quail Fire,2021-05-12 20:48:43+00:00,Yuba,"Quail Run Ave and Key Ct, northwest of Smartsville",35.0,100.0,-121.361339,39.2510745,2021,-5.92
Pine Fire,2021-05-12 22:46:39+00:00,Los Angeles,"Hwy 138 and 248th St, Pinion Hills",442.0,100.0,-117.663815,34.454231,2021,181.62
Fields Fire,2021-05-14 14:00:00+00:00,Merced,"La Grange Rd and Fields Rd, Community of Snelling",97.0,100.0,-120.419624,37.560209,2021,21.98
R-1 Fire,2021-05-14 13:03:00+00:00,Lassen,Cottonwood Mountains northeast Ravendale,29.0,100.0,-120.094517,40.971612,2021,23.76
Palisades Fire,2021-05-14 21:50:41+00:00,Los Angeles,"Palisades Court and Michael Lane, Topanga Canyon",1202.0,100.0,-118.558938,34.079046,2021,284.16
Davis Fire,2021-05-18 13:30:00+00:00,Riverside,"Davis Road and Theodore Street, Southeast of Moreno Valley",300.0,100.0,-117.1116,33.894800000000004,2021,18.24
Parkside Fire,2021-05-19 15:54:00+00:00,Riverside,"Highway 111 And Parkside Drive, Southeast of  Mecca",17.0,100.0,-115.917099,33.50994,2021,27.98
WeeVill Fire,2021-05-20 09:27:00+00:00,Los Angeles,"Hwy 138 and 210th Street W, 15 miles west of Lancaster",300.0,100.0,-118.5044868,34.7591895,2021,52.14
Bluff Fire,2021-05-21 06:55:59+00:00,Humboldt,"Bluff Creek and Wright Place,  north of Weitchpec",25.0,100.0,-123.66003,41.23106,2021,389.5
Tomki Fire,2021-05-21 15:36:15+00:00,Mendocino,"Tomki Road and Appaloosa Way, North of Redwood Valley",18.0,100.0,-123.23205,39.384319,2021,75.18
Lake Fire,2021-05-24 13:30:26+00:00,Riverside,"Santa Ana River Bottom near Lakeview Ave and Pedley Rd, Jurupa Valley",115.0,100.0,-117.471517,33.965596,2021,65.56
Live Oak Fire,2021-05-27 14:36:00+00:00,Mariposa,"Live Oak Rd and Yaqui Gulch Rd, West of Mormon Bar",197.0,100.0,-120.00392,37.45646,2021,100.24
Mile Fire,2021-05-27 18:44:00+00:00,Stanislaus,"E. Sonora Road and 28 Mile Road, Northeast of Woodward Reservoir",508.0,100.0,-120.83915871172879,37.89346196853137,2021,12.01
Sargents Fire,2021-05-30 15:10:29+00:00,Monterey,"Wunpost Rd and Sargeant Canyon Rd, Northeast of Bradley",1118.0,100.0,-120.854096,35.932852,2021,1571.0967359767892
Slope Fire,2021-05-31 16:24:20+00:00,Fresno,Off Trimmer Springs Road and Sunnyslope Road in Fresno County.,25.0,100.0,-119.3484121800294,36.86201725309289,2021,1571.0967359767892
Smalley Fire,2021-05-31 19:12:45+00:00,Madera,"Road 222 and Tunoi Place , South of the town of North Fork in Madera County.",45.0,100.0,-119.5166045,37.1619216,2021,60.2
Scott Fire,2021-06-01 13:06:00+00:00,Riverside,"Winchester Road and Scott Road, South of Winchester",28.0,100.0,-117.089849,33.631955,2021,7.15
Coyote Fire,2021-06-02 18:30:00+00:00,Riverside,"Old Banning Idyllwild Road, south of Shirleon Drive",43.0,100.0,-116.90145,33.895007,2021,46.69
Buck Fire,2021-06-06 15:20:52+00:00,Madera,"Rd 600 and Rd 612,  East of Raymond",50.0,100.0,-119.86047836209606,37.24484944019164,2021,51.2
Intanko Fire,2021-06-08 13:59:00+00:00,Yuba,"Intanko Lane and Kapaka Lane, Northeast of Wheatland",939.0,100.0,-121.333346,39.084872,2021,1571.0967359767892
Farm Fire,2021-06-09 13:15:00+00:00,San Bernardino,"Ranchero Road and Caliente Road, West of Hesperia",250.0,100.0,-117.41835464122235,34.383247203440405,2021,51.82
Sierra Fire,2021-06-09 13:53:00+00:00,San Diego,"Basilone Road and Stagecoach Road, West of Camp Pendleton North",1000.0,100.0,-117.34832277422022,33.315711565249096,2021,44.18
Creek Fire,2021-06-09 20:00:00+00:00,Yolo,"Highway 16 and Road 41, North of Rumsey",34.0,100.0,-122.238889,38.899722,2021,11.06
Flats Fire,2021-06-13 11:12:13+00:00,Riverside,"Pinyon Flats Transfer Station and Elks Trail Rd, near Mountain Center",341.0,100.0,-116.4518615,33.5812044,2021,193.27
Goose Fire,2021-06-13 16:01:34+00:00,Amador,"Red Valley Road and Jackson Valley Road, Jackson Valley",67.0,100.0,-120.9608439,38.3046414,2021,1571.0967359767892
Beale Fire,2021-06-13 19:39:00+00:00,Yuba,Hammonton Smartsville Rd and Henwood Ranch Rd east of Yuba City,150.0,100.0,-121.3587065,39.1956433,2021,22.26
Silicon Fire,2021-06-14 11:40:00+00:00,Santa Clara,"Silicon Valley Road and Basking Ridge, East San Jose",35.0,100.0,-121.76309,37.24042,2021,6.94
